templates/koran.html
Chapter|Verse|Book|Sentence
2|160|al-Baqarah: The Cow|Except those who repent and amend and make manifest (the truth). These it  is toward whom I relent. I am the Relenting, the Merciful. 
2|161|al-Baqarah: The Cow|Lo! Those who disbelieve, and die while they are disbelievers; on them is the  curse of Allah and of angels and of men combined. 
2|162|al-Baqarah: The Cow|They ever dwell therein. The doom will not be lightened for them, neither  will they be reprieved. 
2|163|al-Baqarah: The Cow|Your God is One God; there is no God save Him, the Beneficent, the  Merciful. 
2|164|al-Baqarah: The Cow|Lo! In the creation of the heavens and the earth, and the difference of night  and day, and the ships which run upon the sea with that which is of use to men, and  the water which Allah sendeth down from the sky, thereby reviving the earth after its  death, and dispersing all kinds of beasts therein, and (in) the ordinance of the winds,  and the clouds obedient between heaven and earth: are signs (of Allah's Sovereignty)  for people who have sense. 
2|165|al-Baqarah: The Cow|Yet of mankind are some who take unto themselves (objects of worship  which they set as) rivals to Allah, loving them with a love like (that which is the due)  of Allah (only) - those who believe are stauncher in their love for Allah - Oh, that  those who do evil had but known, (on the day) when they behold the doom, that  power belongeth wholly to Allah, and that Allah is severe in punishment! 
2|166|al-Baqarah: The Cow|(On the day) when those who were followed disown those who followed  (them), and they behold the doom, and all their aims collapse with them. 
2|167|al-Baqarah: The Cow|And those who were but followers will say: If a return were possible for us,  we would disown them even as they have disowned us. Thus will Allah show them  their own deeds as anguish for them, and they will not emerge from the Fire. 
2|168|al-Baqarah: The Cow|O mankind! Eat of that which is lawful and wholesome in the earth, and  follow not the footsteps of the devil. Lo! he is an open enemy for you. 
2|169|al-Baqarah: The Cow|He enjoineth upon you only the evil and the foul, and that ye should tell  concerning Allah that which ye know not. 
2|170|al-Baqarah: The Cow|And when it is said unto them: Follow that which Allah hath revealed, they  say: We follow that wherein we found our fathers. What! Even though their fathers  were wholly unintelligent  and had no guidance ? 
2|171|al-Baqarah: The Cow|The likeness of those who disbelieve (in relation to the messenger) is as the  likeness of one who calleth unto that which heareth naught except a shout and cry.  Deaf, dumb, blind, therefore they have no sense. 
2|172|al-Baqarah: The Cow|O ye who believe! Eat of the good things wherewith We have provided you,  and render thanks to Allah if it is (indeed) He Whom ye worship. 
2|173|al-Baqarah: The Cow|He hath forbidden you only carrion, and blood, and swineflesh, and that  which hath been immolated to (the name of) any other than Allah. But he who is  driven by necessity, neither craving nor transgressing, it is no sin for him. Lo! Allah  is Forgiving, Merciful. 
2|174|al-Baqarah: The Cow|Lo! those who hide aught of the Scripture which Allah hath revealed  and  purchase a small gain therewith, they eat into their bellies nothing else than fire. Allah  will not speak to them on the Day of Resurrection, nor will He make them grow.  Theirs will be a painful doom. 
2|175|al-Baqarah: The Cow|Those are they who purchase error at the price of guidance, and torment at  the price of pardon. How constant are they in their strife to reach the Fire! 
2|176|al-Baqarah: The Cow|That is because Allah hath revealed the Scripture with the truth. Lo! those  who find (a cause of) disagreement in the Scripture are in open schism. 
2|177|al-Baqarah: The Cow|It is not righteousness that ye turn your faces to the East and the West; but  righteous is he who believeth in Allah and the Last Day and the angels and the  Scripture and the prophets; and giveth wealth, for love of Him, to kinsfolk and to  orphans and the needy and the wayfarer and to those who ask, and to set slaves free;  and observeth proper worship and payeth the poor-due. And those who keep their  treaty when they make one, and the patient in tribulation and adversity and time of  stress. Such are they who are sincere. Such are the God-fearing. 
2|178|al-Baqarah: The Cow|O ye who believe! Retaliation is prescribed for you in the matter of the  murdered; the freeman for the freeman, and the slave for the slave, and the female for  the female. And for him who is forgiven somewhat by his (injured) brother,  prosecution according to usage and payment unto him in kindness. This is an  alleviation and a mercy from your Lord. He who transgresseth after this will have a  painful doom. 
2|179|al-Baqarah: The Cow|And there is life for you in retaliation, O men of understanding, that ye may  ward off (evil). 
2|180|al-Baqarah: The Cow|It is prescribed for you, when death approacheth one of you, if he leave  wealth, that he bequeath unto parents and near relatives in kindness. (This is) a duty  for all those who ward off (evil). 
2|181|al-Baqarah: The Cow|And whoso changeth (the will) after he hath heard it - the sin thereof is only  upon those who change it. Lo! Allah is Hearer, Knower. 
2|182|al-Baqarah: The Cow|But he who feareth from a testator some unjust or sinful clause, and maketh  peace between the parties, (it shall be) no sin for him. Lo! Allah is Forgiving,  Merciful. 
2|183|al-Baqarah: The Cow|O ye who believe! Fasting is prescribed for you, even as it was prescribed for  those before you, that ye may ward off (evil); 
2|184|al-Baqarah: The Cow|(Fast) a certain number of days; and (for) him who is sick among you, or on  a journey, (the same) number of other days; and for those who can afford it there is a  ransom: the feeding of a man in need - but whoso doeth good of his own accord, it is  better for him: and that ye fast is better for you if ye did but know - 
2|185|al-Baqarah: The Cow|The month of Ramadan in which was revealed the Qur'an, a guidance for  mankind, and clear proofs of the guidance, and the Criterion (of right and wrong).  And whosoever of you is present, let him fast the month, and whosoever of you is  sick or on a journey, (let him fast the same) number of other days. Allah desireth for  you ease; He desireth not hardship for you; and (He desireth) that ye should complete  the period, and that ye should magnify Allah for having guided you, and that  peradventure ye may be thankful. 
2|186|al-Baqarah: The Cow|And when My servants question thee concerning Me, then surely I am nigh. I  answer the prayer of the suppliant when he crieth unto Me. So let them hear My call  and let them trust in Me, in order that they may be led aright. 
2|187|al-Baqarah: The Cow|It is made lawful for you to go in unto your wives on the night of the fast.  They are raiment for you and ye are raiment for them. Allah is Aware that ye were  deceiving yourselves in this respect and He hath turned in mercy toward you and  relieved you. So hold intercourse with them and seek that which Allah hath ordained  for you, and eat and drink until the white thread becometh distinct to you from the  black thread of the dawn. Then strictly observe the fast till nightfall and touch them  not, but be at your devotions in the mosques. These are the limits imposed by Allah,  so approach them not. Thus Allah expoundeth His revelation to mankind that they  may ward off (evil). 
2|188|al-Baqarah: The Cow|And eat not up your property among yourselves in vanity, nor seek by it to  gain the hearing of the judges that ye may knowingly devour a portion of the property  of others wrongfully. 
2|189|al-Baqarah: The Cow|They ask thee, (O Muhammad), of new moons, say: They are fixed seasons  for mankind and for the pilgrimage. It is not righteousness that ye go to houses by the  backs thereof (as do the idolaters at certain seasons), but the righteous man is he who  wardeth off (evil). So go to houses by the gates thereof, and observe your duty to  Allah, that ye may be successful. 
2|190|al-Baqarah: The Cow|Fight in the way of Allah against those who fight against you, but begin not  hostilities. Lo! Allah loveth not aggressors. 
2|191|al-Baqarah: The Cow|And slay them wherever ye find them, and drive them out of the places  whence they drove you out, for persecution is worse than slaughter. And fight not  with them at the Inviolable Place of Worship until they first attack you there, but if  they attack you (there) then slay them. Such is the reward of disbelievers. 
2|192|al-Baqarah: The Cow|But if they desist, then lo! Allah is Forgiving, Merciful. 
2|193|al-Baqarah: The Cow|And fight them until persecution is no more, and religion is for Allah. But if  they desist, then let there be no hostility except against wrong-doers. 
2|194|al-Baqarah: The Cow|The forbidden month for the forbidden month, and forbidden things in  retaliation. And one who attacketh you, attack him in like manner as he attacked you.  Observe your duty to Allah, and know that Allah is with those who ward off (evil). 
2|195|al-Baqarah: The Cow|Spend your wealth for the cause of Allah, and be not cast by your own hands  to ruin; and do good. Lo! Allah loveth the beneficent. 
2|196|al-Baqarah: The Cow|Perform the pilgrimage and the visit (to Makka) for Allah. And if ye are  prevented, then send such gifts as can be obtained with ease, and shave not your  heads until the gifts have reached their destination. And whoever among you is sick  or hath an ailment of the head must pay a ransom of fasting or almsgiving or offering.  And if ye are in safety, then whosoever contenteth himself with the visit for the  pilgrimage (shall give) such gifts as can be had with ease. And whosoever cannot find  (such gifts), then a fast of three days while on the pilgrimage, and of seven when ye  have returned; that is, ten in all. That is for him whoso folk are not present at the  Inviolable Place of Worship. Observe your duty to Allah, and know that Allah is  severe in punishment. 
